100 100
16 57 -3.000
16 58 0.000
16 59 0.000
16 60 3.000
16 61 2.000
16 62 2.000
16 63 -3.000
16 64 -1.000
16 65 -3.000
16 66 1.000
16 67 2.000
16 68 2.000
16 69 -3.000
16 70 -1.000
16 71 0.000
16 72 -2.000
16 73 2.000
16 74 2.000
16 75 -2.000
16 76 3.000
16 77 3.000
16 78 -3.000
16 79 2.000
16 80 -2.000
16 81 1.000
16 82 1.000
16 83 1.000
16 84 -2.000
16 85 2.000
16 86 2.000
16 87 -1.000
16 88 -1.000
16 89 0.000
16 90 2.000
16 91 -1.000
16 92 -2.000
16 93 3.000
16 94 0.000
16 95 3.000
16 96 0.000
16 97 -3.000
16 98 0.000
16 99 2.000
17 0 1.000
17 1 -2.000
17 2 0.000
17 3 -2.000
17 4 -1.000
17 5 2.000
17 6 -1.000
17 7 2.000
17 8 -1.000
17 9 1.000
17 10 3.000
17 11 -2.000
17 12 -1.000
17 13 -2.000
17 14 2.000
17 15 3.000
17 16 1.000
17 17 -2.000
17 18 1.000
17 19 3.000
17 20 -2.000
17 21 -1.000
17 22 2.000
17 23 -3.000
17 24 -1.000
17 25 -2.000
17 26 -3.000
17 27 -2.000
17 28 -3.000
17 29 0.000
17 30 -1.000
17 31 3.000
17 32 -1.000
17 33 0.000
17 34 -3.000
17 35 1.000
17 36 3.000
17 37 -1.000
17 38 3.000
17 39 -3.000
17 40 0.000
17 41 1.000
17 42 -1.000
17 43 -2.000
17 44 2.000
17 45 1.000
17 46 -1.000
17 47 -2.000
17 48 1.000
17 49 -1.000
17 50 3.000
17 51 3.000
17 52 -1.000
17 53 3.000
17 54 -2.000
17 55 3.000
17 56 -2.000
17 57 0.000
17 58 -1.000
17 59 3.000
17 60 1.000
17 61 2.000
17 62 -1.000
17 63 2.000
17 64 0.000
17 65 -1.000
17 66 2.000
17 67 2.000
17 68 -1.000
17 69 0.000
17 70 -2.000
17 71 1.000
17 72 0.000
17 73 -2.000
17 74 3.000
17 75 2.000
17 76 1.000
17 77 3.000
17 78 -2.000
17 79 0.000
17 80 3.000
17 81 -3.000
17 82 3.000
17 83 -1.000
17 84 3.000
17 85 0.000
17 86 -1.000
17 87 3.000
17 88 -2.000
17 89 -2.000
17 90 3.000
17 91 3.000
17 92 -2.000
17 93 2.000
17 94 1.000
17 95 1.000
17 96 -3.000
17 97 3.000
17 98 -3.000
17 99 -1.000
18 0 3.000
18 1 1.000
18 2 -3.000
18 3 0.000
18 4 1.000
18 5 -2.000
18 6 -2.000
18 7 1.000
18 8 2.000
18 9 2.000
18 10 -2.000
18 11 3.000
18 12 1.000
18 13 0.000
18 14 0.000
18 15 1.000
18 16 1.000
18 17 0.000
18 18 -1.000
18 19 3.000
18 20 0.000
18 21 1.000
18 22 3.000
18 23 -2.000
18 24 1.000
18 25 -1.000
18 26 -3.000
18 27 2.000
18 28 3.000
18 29 3.000
18 30 3.000
18 31 -3.000
18 32 1.000
18 33 1.000
18 34 -2.000
18 35 -3.000
18 36 2.000
18 37 2.000
18 38 0.000
18 39 2.000
18 40 3.000
18 41 -2.000
18 42 2.000
18 43 -2.000
18 44 -1.000
18 45 -2.000
18 46 0.000
18 47 3.000
18 48 -3.000
18 49 1.000
18 50 -3.000
18 51 -3.000
18 52 3.000
18 53 -1.000
18 54 2.000
18 55 -1.000
18 56 -2.000
18 57 0.000
18 58 1.000
18 59 -2.000
18 60 1.000
18 61 -1.000
18 62 2.000
18 63 0.000
18 64 -3.000
18 65 2.000
18 66 2.000
18 67 -1.000
18 68 1.000
18 69 0.000
18 70 -2.000
18 71 2.000
18 72 0.000
18 73 -3.000
18 74 -3.000
18 75 -1.000
18 76 3.000
18 77 -2.000
18 78 0.000
18 79 -3.000
18 80 3.000
18 81 0.000
18 82 3.000
18 83 -3.000
18 84 -3.000
18 85 -3.000
18 86 0.000
18 87 -3.000
18 88 -3.000
18 89 -1.000
18 90 2.000
18 91 -3.000
18 92 1.000
18 93 1.000
18 94 2.000
18 95 -3.000
18 96 -3.000
18 97 -2.000
18 98 -1.000
18 99 1.000
19 0 3.000
19 1 3.000
19 2 1.000
19 3 -1.000
19 4 2.000
19 5 -2.000
19 6 3.000
19 7 3.000
19 8 -2.000
19 9 -2.000
19 10 -2.000
19 11 -3.000
19 12 -3.000
19 13 -1.000
19 14 -3.000
19 15 1.000
19 16 -3.000
19 17 2.000
19 18 -1.000
19 19 2.000
19 20 -2.000
19 21 -1.000
19 22 2.000
19 23 3.000
19 24 -2.000
19 25 -3.000
19 26 -2.000
19 27 -3.000
19 28 1.000
19 29 3.000
19 30 -2.000
19 31 -1.000
19 32 1.000
19 33 0.000
19 34 -1.000
19 35 2.000
19 36 1.000
19 37 0.000
19 38 3.000
19 39 3.000
19 40 2.000
19 41 3.000
19 42 1.000
19 43 2.000
19 44 0.000
19 45 -3.000
19 46 0.000
19 47 -3.000
19 48 -1.000
19 49 -3.000
19 50 1.000
19 51 -2.000
19 52 -3.000
19 53 3.000
19 54 1.000
19 55 -2.000
19 56 -2.000
19 57 -1.000
19 58 -1.000
19 59 -2.000
19 60 -3.000
19 61 3.000
19 62 -3.000
19 63 1.000
19 64 2.000
19 65 -1.000
19 66 -1.000
19 67 -1.000
19 68 -2.000
19 69 2.000
19 70 -3.000
19 71 0.000
19 72 3.000
19 73 0.000
19 74 -2.000
19 75 -3.000
19 76 -2.000
19 77 3.000
19 78 2.000
19 79 -1.000
19 80 1.000
19 81 2.000
19 82 3.000
19 83 -2.000
19 84 -2.000
19 85 3.000
19 86 -1.000
19 87 -1.000
19 88 1.000
19 89 3.000
19 90 1.000
19 91 -2.000
19 92 -1.000
19 93 1.000
19 94 -2.000
19 95 3.000
19 96 -1.000
19 97 -2.000
19 98 3.000
19 99 2.000
20 0 1.000
20 1 2.000
20 2 2.000
20 3 -2.000
20 4 -3.000
20 5 -1.000
20 6 -1.000
20 7 0.000
20 8 0.000
20 9 0.000
20 10 3.000
20 11 1.000
20 12 2.000
20 13 2.000
20 14 2.000
20 15 0.000
20 16 3.000
20 17 -3.000
20 18 1.000
20 19 -3.000
20 20 1.000
20 21 3.000
20 22 -1.000
20 23 0.000
20 24 3.000
20 25 0.000
20 26 -1.000
20 27 -2.000
20 28 3.000
20 29 0.000
20 30 1.000
20 31 3.000
20 32 1.000
20 33 1.000
20 34 -3.000
20 35 -1.000
20 36 2.000
20 37 0.000
20 38 1.000
20 39 0.000
20 40 2.000
20 41 3.000
20 42 -1.000
20 43 0.000
20 44 -1.000
20 45 0.000
20 46 0.000
20 47 -3.000
20 48 -3.000
20 49 -1.000
20 50 -2.000
20 51 2.000
20 52 -3.000
20 53 -1.000
20 54 -3.000
20 55 -3.000
20 56 -1.000
20 57 -1.000
20 58 2.000
20 59 2.000
20 60 3.000
20 61 -2.000
20 62 3.000
20 63 -3.000
20 64 -2.000
20 65 2.000
20 66 1.000
20 67 -1.000
20 68 3.000
20 69 1.000
20 70 3.000
20 71 2.000
20 72 -3.000
20 73 -1.000
20 74 -2.000
20 75 3.000
20 76 1.000
20 77 3.000
20 78 -3.000
20 79 3.000
20 80 0.000
20 81 2.000
20 82 0.000
20 83 -2.000
20 84 0.000
20 85 -2.000
20 86 -2.000
20 87 0.000
20 88 3.000
20 89 3.000
20 90 0.000
20 91 -2.000
20 92 0.000
20 93 -2.000
20 94 1.000
20 95 -2.000
20 96 -1.000
20 97 3.000
20 98 0.000
20 99 -1.000
21 0 -2.000
21 1 2.000
21 2 0.000
21 3 1.000
21 4 -1.000
21 5 0.000
21 6 -2.000
21 7 -3.000
21 8 0.000
21 9 1.000
21 10 0.000
21 11 -1.000
21 12 1.000
21 13 2.000
21 14 3.000
21 15 -2.000
21 16 -3.000
21 17 -3.000
21 18 3.000
21 19 -3.000
21 20 0.000
21 21 3.000
21 22 2.000
21 23 2.000
21 24 1.000
21 25 3.000
21 26 3.000
21 27 -1.000
21 28 1.000
21 29 -2.000
21 30 1.000
21 31 -2.000
21 32 0.000
21 33 -3.000
21 34 3.000
21 35 -2.000
21 36 -2.000
21 37 -1.000
21 38 0.000
21 39 -2.000
21 40 2.000
21 41 1.000
21 42 3.000
21 43 2.000
21 44 -2.000
21 45 2.000
21 46 0.000
21 47 2.000
21 48 0.000
21 49 -2.000
21 50 -3.000
21 51 -1.000
21 52 -3.000
21 53 1.000
21 54 0.000
21 55 2.000
21 56 3.000
21 57 -2.000
21 58 -3.000
21 59 -2.000
21 60 3.000
21 61 0.000
21 62 1.000
21 63 -2.000
21 64 -1.000
21 65 3.000
21 66 1.000
21 67 3.000
21 68 -2.000
21 69 -2.000
21 70 0.000
21 71 -3.000
21 72 1.000
21 73 -3.000
21 74 0.000
21 75 -1.000
21 76 -3.000
21 77 -1.000
21 78 2.000
21 79 0.000
21 80 -2.000
21 81 0.000
21 82 -3.000
21 83 2.000
21 84 -3.000
21 85 -1.000
21 86 -2.000
21 87 -2.000
21 88 -2.000
21 89 2.000
21 90 3.000
21 91 0.000
21 92 -3.000
21 93 3.000
21 94 0.000
21 95 -2.000
21 96 -3.000
21 97 3.000
21 98 -1.000
21 99 1.000
22 0 -2.000
22 1 0.000
22 2 2.000
22 3 1.000
22 4 1.000
22 5 -2.000
22 6 0.000
22 7 1.000
22 8 -3.000
22 9 -2.000
22 10 -1.000
22 11 3.000
22 12 -2.000
22 13 0.000
22 14 0.000
22 15 -2.000
22 16 -3.000
22 17 0.000
22 18 2.000
22 19 -1.000
22 20 -1.000
22 21 -3.000
22 22 -3.000
22 23 -3.000
22 24 -3.000
22 25 -3.000
22 26 1.000
22 27 1.000
22 28 1.000
22 29 -2.000
22 30 -2.000
22 31 1.000
22 32 1.000
22 33 -1.000
22 34 3.000
22 35 1.000
22 36 2.000
22 37 -1.000
22 38 -3.000
22 39 -2.000
22 40 -3.000
22 41 -1.000
22 42 -2.000
22 43 1.000
22 44 3.000
22 45 0.000
22 46 3.000
22 47 -3.000
22 48 2.000
22 49 2.000
22 50 3.000
22 51 -3.000
22 52 2.000
22 53 -2.000
22 54 -1.000
22 55 -1.000
22 56 -2.000
22 57 -3.000
22 58 0.000
22 59 1.000
22 60 -1.000
22 61 -2.000
22 62 0.000
22 63 0.000
22 64 3.000
22 65 2.000
22 66 -2.000
22 67 2.000
22 68 0.000
22 69 -1.000
22 70 0.000
22 71 1.000
22 72 0.000
22 73 3.000
22 74 3.000
22 75 3.000
22 76 1.000
22 77 -1.000
22 78 -3.000
22 79 -1.000
22 80 1.000
22 81 0.000
22 82 0.000
22 83 -1.000
22 84 -2.000
22 85 1.000
22 86 0.000
22 87 1.000
22 88 2.000
22 89 2.000
22 90 1.000
22 91 -1.000
22 92 0.000
22 93 -1.000
22 94 -1.000
22 95 -2.000
22 96 -3.000
22 97 1.000
22 98 -1.000
22 99 0.000
23 0 1.000
23 1 1.000
23 2 -3.000
23 3 -1.000
23 4 1.000
23 5 -3.000
23 6 0.000
23 7 -2.000
23 8 -1.000
23 9 0.000
23 10 -1.000
23 11 3.000
23 12 2.000
23 13 3.000
23 14 -3.000
23 15 2.000
23 16 -2.000
23 17 1.000
23 18 -1.000
23 19 0.000
23 20 -1.000
23 21 -3.000
23 22 2.000
23 23 3.000
23 24 2.000
23 25 -2.000
23 26 2.000
23 27 0.000
23 28 2.000
23 29 0.000
23 30 2.000
23 31 0.000
23 32 3.000
23 33 -1.000
23 34 -3.000
23 35 -1.000
23 36 0.000
23 37 -3.000
23 38 2.000
23 39 1.000
23 40 -2.000
23 41 -2.000
23 42 2.000
23 43 -1.000
23 44 -2.000
23 45 -2.000
23 46 3.000
23 47 -1.000
23 48 0.000
23 49 -1.000
23 50 -1.000
23 51 -3.000
23 52 3.000
23 53 2.000
23 54 -3.000
23 55 -2.000
23 56 -3.000
23 57 2.000
23 58 -3.000
23 59 2.000
23 60 3.000
23 61 2.000
23 62 1.000
23 63 -3.000
23 64 0.000
23 65 0.000
23 66 2.000
23 67 -1.000
23 68 2.000
23 69 1.000
23 70 -1.000
23 71 -1.000
23 72 0.000
23 73 -2.000
23 74 -3.000
23 75 -3.000
23 76 3.000
23 77 -3.000
23 78 0.000
23 79 -1.000
23 80 -3.000
23 81 0.000
23 82 -3.000
23 83 2.000
23 84 0.000
23 85 3.000
23 86 2.000
23 87 2.000
23 88 -2.000
23 89 0.000
23 90 -1.000
23 91 3.000
23 92 2.000
23 93 2.000
23 94 1.000
23 95 0.000
23 96 0.000
23 97 -2.000
23 98 1.000
23 99 -2.000
24 0 -1.000
24 1 -2.000
24 2 -1.000
24 3 -1.000
24 4 3.000
24 5 -3.000
24 6 1.000
24 7 3.000
24 8 -2.000
24 9 -1.000
24 10 -3.000
24 11 0.000
24 12 2.000
24 13 3.000
24 14 1.000
24 15 1.000
24 16 -3.000
24 17 -3.000
24 18 -2.000
24 19 2.000
24 20 3.000
24 21 2.000
24 22 -2.000
24 23 -1.000
24 24 0.000
24 25 2.000
24 26 0.000
24 27 -2.000
24 28 3.000
24 29 3.000
24 30 -2.000
24 31 -3.000
24 32 -2.000
24 33 -3.000
24 34 1.000
24 35 1.000
24 36 -1.000
24 37 -3.000
24 38 1.000
24 39 2.000
24 40 0.000
24 41 0.000
24 42 -2.000
24 43 3.000
24 44 0.000
24 45 -3.000
24 46 1.000
24 47 0.000
24 48 1.000
24 49 -1.000
24 50 -2.000
24 51 0.000
24 52 2.000
24 53 3.000
24 54 1.000
24 55 -3.000
24 56 3.000
24 57 1.000
24 58 -2.000
24 59 3.000
24 60 -2.000
24 61 -3.000
24 62 0.000
24 63 2.000
24 64 3.000
24 65 3.000
24 66 -1.000
24 67 2.000
24 68 -2.000
24 69 3.000
24 70 0.000
24 71 2.000
24 72 1.000
24 73 2.000
24 74 -2.000
24 75 -1.000
24 76 -3.000
24 77 -2.000
24 78 0.000
24 79 -2.000
24 80 -3.000
24 81 2.000
24 82 -1.000
24 83 1.000
24 84 0.000
24 85 -3.000
24 86 -3.000
24 87 0.000
24 88 -3.000
24 89 3.000
24 90 2.000
24 91 3.000
24 92 -3.000
24 93 -2.000
24 94 -1.000
24 95 -1.000
24 96 -2.000
24 97 3.000
24 98 -1.000
24 99 -3.000
25 0 2.000
25 1 -2.000
25 2 0.000
25 3 -3.000
25 4 -3.000
25 5 0.000
25 6 3.000
25 7 1.000
25 8 -1.000
25 9 2.000
25 10 1.000
25 11 2.000
25 12 -3.000
25 13 0.000
25 14 0.000
25 15 1.000
25 16 0.000
25 17 2.000
25 18 3.000
25 19 3.000
25 20 0.000
25 21 -1.000
25 22 1.000
25 23 -3.000
25 24 0.000
25 25 1.000
25 26 -3.000
25 27 -1.000
25 28 3.000
25 29 0.000
25 30 1.000
25 31 1.000
25 32 -3.000
25 33 2.000
25 34 -2.000
25 35 2.000
25 36 3.000
25 37 -1.000
25 38 1.000
25 39 -2.000
25 40 2.000
25 41 2.000
25 42 1.000
25 43 2.000
25 44 2.000
25 45 3.000
25 46 0.000
25 47 3.000
25 48 0.000
25 49 -2.000
25 50 0.000
25 51 -2.000
25 52 -2.000
25 53 -1.000
25 54 -1.000
25 55 -2.000
25 56 0.000
25 57 2.000
25 58 -1.000
25 59 0.000
25 60 -1.000
25 61 -2.000
25 62 0.000
25 63 -2.000
25 64 2.000
25 65 0.000
25 66 1.000
25 67 -3.000
25 68 3.000
25 69 2.000
25 70 3.000
25 71 3.000
25 72 -2.000
25 73 0.000
25 74 -3.000
25 75 -3.000
25 76 0.000
25 77 2.000
25 78 -3.000
25 79 1.000
25 80 2.000
25 81 0.000
25 82 -1.000
25 83 1.000
25 84 1.000
25 85 -3.000
25 86 3.000
25 87 -3.000
25 88 -3.000
25 89 -2.000
25 90 1.000
25 91 -1.000
25 92 -2.000
25 93 -1.000
25 94 1.000
25 95 -1.000
25 96 2.000
25 97 3.000
25 98 3.000
25 99 -1.000
26 0 -2.000
26 1 2.000
26 2 0.000
26 3 2.000
26 4 -2.000
26 5 -1.000
26 6 -2.000
26 7 2.000
26 8 -2.000
26 9 0.000
26 10 -2.000
26 11 -3.000
26 12 -3.000
26 13 -2.000
26 14 2.000
26 15 1.000
26 16 -2.000
26 17 2.000
26 18 3.000
26 19 -1.000
26 20 1.000
26 21 -2.000
26 22 1.000
26 23 0.000
26 24 3.000
26 25 -3.000
26 26 0.000
26 27 0.000
26 28 -1.000
26 29 -3.000
26 30 1.000
26 31 -1.000
26 32 3.000
26 33 2.000
26 34 3.000
26 35 0.000
26 36 -2.000
26 37 -3.000
26 38 -3.000
26 39 1.000
26 40 -1.000
26 41 -1.000
26 42 1.000
26 43 3.000
26 44 -1.000
26 45 -2.000
26 46 -1.000
26 47 -1.000
26 48 -3.000
26 49 2.000
26 50 1.000
26 51 0.000
26 52 -1.000
26 53 2.000
26 54 1.000
26 55 -1.000
26 56 3.000
26 57 -2.000
26 58 -3.000
26 59 1.000
26 60 0.000
26 61 1.000
26 62 -3.000
26 63 2.000
26 64 2.000
26 65 1.000
26 66 2.000
26 67 -3.000
26 68 1.000
26 69 -1.000
26 70 -2.000
26 71 2.000
26 72 1.000
26 73 3.000
26 74 -1.000
26 75 2.000
26 76 3.000
26 77 -3.000
26 78 1.000
26 79 -2.000
26 80 0.000
26 81 -1.000
26 82 0.000
26 83 -3.000
26 84 2.000
26 85 -2.000
26 86 1.000
26 87 3.000
26 88 0.000
26 89 1.000
26 90 1.000
26 91 -3.000
26 92 0.000
26 93 -1.000
26 94 -1.000
26 95 -2.000
26 96 -1.000
26 97 -3.000
26 98 3.000
26 99 3.000
27 0 -1.000
27 1 -1.000
27 2 3.000
27 3 1.000
27 4 -1.000
27 5 3.000
27 6 0.000
27 7 -3.000
27 8 0.000
27 9 -3.000
27 10 -2.000
27 11 -3.000
27 12 1.000
27 13 2.000
27 14 -2.000
27 15 -2.000
27 16 0.000
27 17 1.000
27 18 -2.000
27 19 1.000
27 20 -1.000
27 21 -3.000
27 22 -1.000
27 23 3.000
27 24 2.000
27 25 2.000
27 26 -3.000
27 27 0.000
27 28 3.000
27 29 3.000
27 30 3.000
27 31 2.000
27 32 -3.000
27 33 2.000
27 34 0.000
27 35 -2.000
27 36 0.000
27 37 3.000
27 38 2.000
27 39 2.000
27 40 3.000
27 41 3.000
27 42 -1.000
27 43 -2.000
27 44 -2.000
27 45 0.000
27 46 2.000
27 47 0.000
27 48 -1.000
27 49 0.000
27 50 -2.000
27 51 0.000
27 52 -1.000
27 53 1.000
27 54 1.000
27 55 -1.000
27 56 3.000
27 57 3.000
27 58 3.000
27 59 1.000
27 60 2.000
27 61 -1.000
27 62 3.000
27 63 -3.000
27 64 2.000
27 65 -1.000
27 66 -3.000
27 67 1.000
27 68 3.000
27 69 -2.000
27 70 -1.000
27 71 0.000
27 72 -2.000
27 73 -1.000
27 74 -3.000
27 75 -3.000
27 76 1.000
27 77 -1.000
27 78 -2.000
27 79 3.000
27 80 2.000
27 81 0.000
27 82 -2.000
27 83 1.000
27 84 2.000
27 85 3.000
27 86 0.000
27 87 -3.000
27 88 -1.000
27 89 -2.000
27 90 2.000
27 91 -1.000
27 92 1.000
27 93 -1.000
27 94 -3.000
27 95 -3.000
27 96 -1.000
27 97 -2.000
27 98 3.000
27 99 3.000
28 0 -2.000
28 1 3.000
28 2 -3.000
28 3 3.000
28 4 2.000
28 5 1.000
28 6 2.000
28 7 -3.000
28 8 3.000
28 9 1.000
28 10 2.000
28 11 1.000
28 12 2.000
28 13 -3.000
28 14 3.000
28 15 3.000
28 16 -3.000
28 17 1.000
28 18 0.000
28 19 -3.000
28 20 3.000
28 21 0.000
28 22 0.000
28 23 1.000
28 24 0.000
28 25 1.000
28 26 1.000
28 27 -3.000
28 28 -2.000
28 29 3.000
28 30 1.000
28 31 1.000
28 32 1.000
28 33 -2.000
28 34 0.000
28 35 0.000
28 36 0.000
28 37 -1.000
28 38 -1.000
28 39 0.000
28 40 2.000
28 41 -3.000
28 42 -2.000
28 43 1.000
28 44 2.000
28 45 1.000
28 46 -2.000
28 47 -2.000
28 48 -3.000
28 49 2.000
28 50 3.000
28 51 0.000
28 52 1.000
28 53 0.000
28 54 2.000
28 55 3.000
28 56 0.000
28 57 1.000
28 58 0.000
28 59 1.000
28 60 -2.000
28 61 -3.000
28 62 3.000
28 63 -2.000
28 64 0.000
28 65 1.000
28 66 -2.000
28 67 2.000
28 68 0.000
28 69 -2.000
28 70 -1.000
28 71 -3.000
28 72 -3.000
28 73 -2.000
28 74 3.000
28 75 2.000
28 76 0.000
28 77 2.000
28 78 -3.000
28 79 3.000
28 80 2.000
28 81 -2.000
28 82 3.000
28 83 2.000
28 84 -2.000
28 85 2.000
28 86 1.000
28 87 -3.000
28 88 -2.000
28 89 3.000
28 90 -1.000
28 91 -1.000
28 92 -3.000
28 93 -3.000
28 94 2.000
28 95 1.000
28 96 -3.000
28 97 1.000
28 98 1.000
28 99 3.000
29 0 1.000
29 1 -1.000
29 2 -1.000
29 3 -1.000
29 4 3.000
29 5 2.000
29 6 2.000
29 7 2.000
29 8 -1.000
29 9 3.000
29 10 -1.000
29 11 -2.000
29 12 2.000
29 13 -1.000
29 14 -3.000
29 15 2.000
29 16 -3.000
29 17 -3.000
29 18 -2.000
29 19 -1.000
29 20 1.000
29 21 0.000
29 22 -3.000
29 23 1.000
29 24 -1.000
29 25 -1.000
29 26 3.000
29 27 1.000
29 28 1.000
29 29 -1.000
29 30 3.000
29 31 -1.000
29 32 3.000
29 33 1.000
29 34 0.000
29 35 3.000
29 36 2.000
29 37 1.000
29 38 0.000
29 39 2.000
29 40 2.000
29 41 -2.000
29 42 2.000
29 43 -3.000
29 44 0.000
29 45 0.000
29 46 3.000
29 47 0.000
29 48 -3.000
29 49 -3.000
29 50 3.000
29 51 -3.000
29 52 -1.000
29 53 0.000
29 54 3.000
29 55 -3.000
29 56 -2.000
29 57 1.000
29 58 1.000
29 59 -3.000
29 60 2.000
29 61 0.000
29 62 -3.000
29 63 3.000
29 64 2.000
29 65 0.000
29 66 -1.000
29 67 2.000
29 68 -1.000
29 69 -3.000
29 70 0.000
29 71 1.000
29 72 -2.000
29 73 0.000
29 74 0.000
29 75 -1.000
29 76 2.000
29 77 -3.000
29 78 3.000
29 79 2.000
29 80 0.000
29 81 -3.000
29 82 -3.000
29 83 2.000
29 84 -2.000
29 85 3.000
29 86 0.000
29 87 1.000
29 88 0.000
29 89 2.000
29 90 1.000
29 91 3.000
29 92 -3.000
29 93 -3.000
29 94 0.000
29 95 3.000
29 96 2.000
29 97 3.000
29 98 3.000
29 99 1.000
30 0 1.000
30 1 -2.000
30 2 2.000
30 3 0.000
30 4 -2.000
30 5 -2.000
30 6 -2.000
30 7 -1.000
30 8 -3.000
30 9 2.000
30 10 -1.000
30 11 -3.000
30 12 -3.000
30 13 -2.000
30 14 3.000
30 15 1.000
30 16 0.000
30 17 -3.000
30 18 -3.000
30 19 -3.000
30 20 0.000
30 21 1.000
30 22 2.000
30 23 2.000
30 24 -1.000
30 25 -1.000
30 26 1.000
30 27 -3.000
30 28 1.000
30 29 3.000
30 30 1.000
30 31 -3.000
30 32 -3.000
30 33 0.000
30 34 -2.000
30 35 -1.000
30 36 1.000
30 37 -1.000
30 38 -2.000
30 39 3.000
30 40 0.000
30 41 -1.000
30 42 -3.000
30 43 0.000
30 44 -1.000
30 45 3.000
30 46 3.000
30 47 1.000
30 48 -1.000
30 49 0.000
30 50 0.000
30 51 3.000
30 52 1.000
30 53 1.000
30 54 -3.000
30 55 2.000
30 56 -1.000
30 57 3.000
30 58 -1.000
30 59 1.000
30 60 2.000
30 61 3.000
30 62 3.000
30 63 2.000
30 64 3.000
30 65 -1.000
30 66 -2.000
30 67 -3.000
30 68 -3.000
30 69 1.000
30 70 -1.000
30 71 3.000
30 72 -2.000
30 73 2.000
30 74 -2.000
30 75 -1.000
30 76 0.000
30 77 2.000
30 78 0.000
30 79 2.000
30 80 3.000
30 81 3.000
30 82 -3.000
30 83 2.000
30 84 -3.000
30 85 3.000
30 86 3.000
30 87 3.000
30 88 -1.000
30 89 -2.000
30 90 0.000
30 91 3.000
30 92 2.000
30 93 -3.000
30 94 0.000
30 95 -3.000
30 96 -2.000
30 97 3.000
30 98 3.000
30 99 -1.000
31 0 2.000
31 1 0.000
31 2 2.000
31 3 2.000
31 4 -3.000
31 5 0.000
31 6 3.000
31 7 -2.000
31 8 2.000
31 9 -2.000
31 10 -2.000
31 11 -3.000
31 12 1.000
31 13 3.000
31 14 2.000
31 15 -3.000
31 16 -1.000
31 17 -3.000
31 18 3.000
31 19 -1.000
31 20 -3.000
31 21 3.000
31 22 2.000
31 23 2.000
31 24 -3.000
31 25 -3.000
31 26 -2.000
31 27 0.000
31 28 -3.000
31 29 0.000
31 30 -2.000
31 31 1.000
31 32 2.000
31 33 -1.000
31 34 -1.000
31 35 3.000
31 36 -2.000
31 37 0.000
31 38 -2.000
31 39 -1.000
31 40 -3.000
31 41 -1.000
31 42 -1.000
31 43 -1.000
31 44 0.000
31 45 2.000
31 46 1.000
31 47 -3.000
31 48 -2.000
31 49 1.000
31 50 2.000
31 51 3.000
31 52 -2.000
31 53 3.000
31 54 -2.000
31 55 2.000
31 56 3.000
31 57 -2.000
31 58 -2.000
31 59 -2.000
31 60 2.000
31 61 1.000
31 62 2.000
31 63 -3.000
31 64 2.000
31 65 -2.000
31 66 0.000
31 67 3.000
31 68 0.000
31 69 -2.000
31 70 -2.000
31 71 -3.000
31 72 3.000
31 73 -2.000
31 74 -1.000
31 75 -2.000
31 76 -3.000
31 77 -2.000
31 78 3.000
31 79 -2.000
31 80 -1.000
31 81 -1.000
31 82 3.000
31 83 0.000
31 84 -2.000
31 85 -2.000
31 86 -3.000
31 87 0.000
31 88 -1.000
31 89 2.000
31 90 0.000
31 91 0.000
31 92 -2.000
31 93 -3.000
31 94 1.000
31 95 -1.000
31 96 1.000
31 97 3.000
31 98 -2.000
31 99 1.000
32 0 2.000
32 1 -1.000
32 2 0.000
32 3 1.000
32 4 2.000
32 5 -1.000
32 6 -3.000
32 7 0.000
32 8 -3.000
32 9 2.000
32 10 2.000
32 11 0.000
32 12 0.000
32 13 -2.000
32 14 -2.000
32 15 3.000
32 16 1.000
32 17 -2.000
32 18 0.000
32 19 -2.000
32 20 -1.000
32 21 -2.000
32 22 3.000
32 23 -1.000
32 24 -2.000
32 25 0.000
32 26 3.000
32 27 -1.000
32 28 2.000
32 29 -1.000
32 30 2.000
32 31 -3.000
32 32 -3.000
32 33 2.000
32 34 1.000
32 35 -3.000
32 36 -3.000
32 37 3.000
32 38 1.000
32 39 2.000
32 40 -3.000
32 41 3.000
32 42 0.000
32 43 -2.000
32 44 2.000
32 45 0.000
32 46 -2.000
32 47 1.000
32 48 -1.000
32 49 3.000
32 50 -1.000
32 51 -2.000
32 52 -1.000
32 53 -1.000
32 54 3.000
32 55 2.000
32 56 -3.000
32 57 -1.000
32 58 0.000
32 59 2.000
32 60 -2.000
32 61 -1.000
32 62 -2.000
32 63 -1.000
32 64 -3.000
32 65 -2.000
32 66 0.000
32 67 -2.000
32 68 2.000
32 69 -3.000
32 70 -3.000
32 71 -2.000
32 72 3.000
32 73 -3.000
32 74 0.000
32 75 2.000
32 76 -1.000
32 77 -3.000
32 78 2.000
32 79 0.000
32 80 3.000
32 81 3.000
32 82 2.000
32 83 2.000
32 84 3.000
32 85 2.000
32 86 -1.000
32 87 3.000
32 88 -2.000
32 89 -3.000
32 90 -1.000
32 91 2.000
32 92 -3.000
32 93 3.000
32 94 -3.000
32 95 -2.000
32 96 -3.000
32 97 2.000
32 98 3.000
32 99 -2.000
33 0 0.000
33 1 -3.000
33 2 2.000
33 3 -1.000
33 4 2.000
33 5 3.000
33 6 2.000
33 7 3.000
33 8 -3.000
33 9 2.000
33 10 0.000
33 11 1.000
33 12 0.000
33 13 -2.000
33 14 2.000
